case,method,grid_or_nodes,cumulative_seconds,lower,upper,width
ties0,budget2.0,309,2.010015878000047,1.0679561168544471,1.0748499933747566,0.006893876520309525
ties0,budget8.0,1,0.06018792200001144,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,3,0.07276907099998198,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,5,0.08533412599996382,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,7,0.09778625199999169,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,9,0.11033139699998173,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,11,0.12295912700000144,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,13,0.1357775120000042,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,15,0.14871625899996843,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,17,0.1615436689999683,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,19,0.1742968770000175,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,21,0.18715838700001086,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,23,0.1999096819999977,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,25,0.21270458300000428,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,27,0.22659861599998976,1.0589701298301057,1.0748499933747566,0.015879863544651054
ties0,budget8.0,29,0.2400559019999946,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,31,0.25316013700000894,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,33,0.26635751300000265,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,35,0.2793937259999666,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,37,0.2925761390000048,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,39,0.30571226299997534,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,41,0.3188375199999882,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,43,0.3320111289999659,1.06487501273972,1.0748499933747566,0.009974980635036677
ties0,budget8.0,45,0.34513153899996496,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,47,0.35832622099997025,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,49,0.37149505299998964,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,51,0.38477602500000785,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,53,0.3980068199999778,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,55,0.41127386099998375,1.0649407140747569,1.0748499933747566,0.009909279299999784
ties0,budget8.0,57,0.4247566450000022,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,59,0.43807639400000653,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,61,0.45139415099998814,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,63,0.4647156030000019,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,65,0.47800361499997734,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,67,0.4912682610000161,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,69,0.5045248359999732,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,71,0.5178157219999662,1.0649748167640865,1.0748499933747566,0.009875176610670288
ties0,budget8.0,73,0.5311621710000054,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,75,0.5444204479999826,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,77,0.5577045539999972,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,79,0.5709343990000093,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,81,0.5842327459999979,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,83,0.5975409679999757,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,85,0.610895639999967,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,87,0.6242730860000165,1.0649921951208405,1.0748499933747566,0.009857798253916078
ties0,budget8.0,89,0.6378576029999863,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,91,0.6512835319999795,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,93,0.664886206999995,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,95,0.6783050959999741,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,97,0.6917098729999793,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,99,0.7051438240000039,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,101,0.7186594979999654,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,103,0.7322108249999815,1.0650009678872827,1.0748499933747566,0.009849025487473963
ties0,budget8.0,105,0.7456542609999701,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,107,0.7590795090000029,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,109,0.7725882519999914,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,111,0.7859129189999976,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,113,0.799167811000018,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,115,0.8128748429999746,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,117,0.8266287249999777,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,119,0.8403518000000076,1.0653681378023072,1.0748499933747566,0.00948185557244949
ties0,budget8.0,121,0.8542421269999636,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,123,0.8676221569999711,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,125,0.8810145460000172,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,127,0.8945147059999954,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,129,0.9079671449999864,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,131,0.9215776119999646,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,133,0.93499067099998,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,135,0.9483870459999935,1.0655995542260197,1.0748499933747566,0.00925043914873691
ties0,budget8.0,137,0.9618414379999649,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,139,0.9746247709999807,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,141,0.9874779989999638,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,143,1.0002782180000054,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,145,1.013154720999978,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,147,1.026248881000015,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,149,1.0391562610000165,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,151,1.0521436209999706,1.0656184945316753,1.0748499933747566,0.009231498843081304
ties0,budget8.0,153,1.0650692479999861,1.0661818189785532,1.0748499933747566,0.00866817439620352
ties0,budget8.0,155,1.0784608049999633,1.0661818189785532,1.0748499933747566,0.00866817439620352
ties0,budget8.0,157,1.0920231499999886,1.0661818189785532,1.0748499933747566,0.00866817439620352
ties0,budget8.0,159,1.1053654329999745,1.0661818189785532,1.0748499933747566,0.00866817439620352
ties0,budget8.0,161,1.1186981120000041,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,163,1.1320028690000186,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,165,1.145624612000006,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,167,1.1590134549999789,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,169,1.1723701699999651,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,171,1.1857169499999713,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,173,1.1991133550000086,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,175,1.2124967799999808,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,177,1.2258506009999905,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,179,1.239193505000003,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,181,1.2526127140000085,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,183,1.266028346999974,1.0661943261775277,1.0748499933747566,0.008655667197228952
ties0,budget8.0,185,1.2794646620000094,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,187,1.2928836009999713,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,189,1.306256229999974,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,191,1.3196620979999807,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,193,1.3330454229999873,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,195,1.3463717629999792,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,197,1.3597334649999766,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,199,1.3731164700000136,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,201,1.3866464650000125,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,203,1.4000553089999812,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,205,1.4134603159999983,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,207,1.4271101119999798,1.0667853200857866,1.0748499933747566,0.008064673288970136
ties0,budget8.0,209,1.4405404569999973,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,211,1.453915419999987,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,213,1.4672587850000127,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,215,1.4808763419999877,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,217,1.4950013719999902,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,219,1.5087686939999685,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,221,1.5225307480000083,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,223,1.5363018460000148,1.0669461747152855,1.0748499933747566,0.007903818659471191
ties0,budget8.0,225,1.5500510009999857,1.0673244352940086,1.0748499933747566,0.00752555808074821
ties0,budget8.0,227,1.5633846409999705,1.0673244352940086,1.0748499933747566,0.00752555808074821
ties0,budget8.0,229,1.5767714609999643,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,231,1.5901133940000136,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,233,1.60347522699999,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,235,1.6168144750000124,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,237,1.630144610000002,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,239,1.6437165090000008,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,241,1.6571238099999732,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,243,1.6704720120000047,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,245,1.683809929000006,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,247,1.6973032589999661,1.0673564250418492,1.0748499933747566,0.0074935683329075305
ties0,budget8.0,249,1.710732844000006,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,251,1.724086753999984,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,253,1.737566443999981,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,255,1.7508639600000038,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,257,1.7645178419999752,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,259,1.7788418810000053,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,261,1.7921613799999818,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,263,1.8078939960000184,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,265,1.8295258879999778,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,267,1.8433364250000182,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,269,1.8660122969999975,1.0673725718345177,1.0748499933747566,0.007477421540238965
ties0,budget8.0,271,1.8875733630000013,1.0673725718345177,1.0748499933747566,0.007477421540238965
