case,method,grid_or_nodes,cumulative_seconds,lower,upper,width
inventory0,budget8.0,295,1.9134089749999816,1.976867387436756,1.98223176255959,0.00536437512283409
inventory0,budget8.0,297,1.9270983789999718,1.9768785389194075,1.98223176255959,0.005353223640182577
inventory0,budget8.0,299,1.9407383500000037,1.9768785389194075,1.98223176255959,0.005353223640182577
inventory0,budget8.0,301,1.948395077999976,1.9769373293758954,1.98223176255959,0.00529443318369454
inventory0,budget8.0,303,1.9621990249999612,1.9769373293758954,1.98223176255959,0.00529443318369454
inventory0,budget8.0,305,1.9761444449999885,1.9769373293758954,1.98223176255959,0.00529443318369454
inventory0,budget8.0,307,1.9897720969999568,1.976949070061458,1.98223176255959,0.005282692498131898
inventory0,budget8.0,309,2.0033813919999943,1.976949070061458,1.98223176255959,0.005282692498131898
inventory0,budget8.0,311,2.010991398999977,1.9769705806138862,1.98223176255959,0.005261181945703707
inventory0,budget8.0,313,2.0248522519999597,1.9769705806138862,1.98223176255959,0.005261181945703707
inventory0,budget8.0,315,2.0385382619999746,1.9769705806138862,1.98223176255959,0.005261181945703707
inventory0,budget8.0,317,2.052642109999965,1.9769806103116971,1.98223176255959,0.005251152247892832
inventory0,budget8.0,319,2.066375870999991,1.9770074858774032,1.98223176255959,0.005224276682186697
inventory0,budget8.0,321,2.0802719569999795,1.9770074858774032,1.98223176255959,0.005224276682186697
inventory0,budget8.0,323,2.0944207119999874,1.9770074858774032,1.98223176255959,0.005224276682186697
inventory0,budget8.0,325,2.1081917599999542,1.9770198139190955,1.98223176255959,0.005211948640494498
inventory0,budget8.0,327,2.121977178999998,1.9770198139190955,1.98223176255959,0.005211948640494498
inventory0,budget8.0,329,2.1358045719999836,1.9770198139190955,1.98223176255959,0.005211948640494498
inventory0,budget8.0,331,2.1495524349999755,1.977033988301201,1.98223176255959,0.005197774258388959
inventory0,budget8.0,333,2.1571261880000066,1.9770479653663808,1.98223176255959,0.005183797193209048
inventory0,budget8.0,335,2.171190706999994,1.9771049886902046,1.98223176255959,0.005126773869385247
inventory0,budget8.0,337,2.178810508999959,1.9771334489474373,1.98223176255959,0.005098313612152725
inventory0,budget8.0,339,2.186593666999954,1.9771762039227454,1.98223176255959,0.005055558636844486
inventory0,budget8.0,341,2.1942482619999737,1.9772045402731302,1.98223176255959,0.005027222286459712
inventory0,budget8.0,343,2.208175022999967,1.9772045402731302,1.98223176255959,0.005027222286459712
inventory0,budget8.0,345,2.221919571000001,1.9772045402731302,1.98223176255959,0.005027222286459712
inventory0,budget8.0,347,2.2359481159999746,1.977244399450549,1.98223176255959,0.004987363109040829
inventory0,budget8.0,349,2.2497403250000048,1.977244399450549,1.98223176255959,0.004987363109040829
inventory0,budget8.0,351,2.263370081000005,1.977244399450549,1.98223176255959,0.004987363109040829
inventory0,budget8.0,353,2.2773587059999727,1.977247634975459,1.98223176255959,0.004984127584130757
inventory0,budget8.0,355,2.290993437999987,1.9773623760204766,1.98223176255959,0.004869386539113266
inventory0,budget8.0,357,2.2987013729999717,1.9773941197976004,1.98223176255959,0.004837642761989648
inventory0,budget8.0,359,2.312649847999978,1.9774720354717379,1.98223176255959,0.004759727087851943
inventory0,budget8.0,361,2.326382106999972,1.9774720354717379,1.98223176255959,0.004759727087851943
inventory0,budget8.0,363,2.3400651119999907,1.9774720354717379,1.98223176255959,0.004759727087851943
inventory0,budget8.0,365,2.353992464999976,1.9775935394269804,1.98223176255959,0.004638223132609475
inventory0,budget8.0,367,2.367542609999987,1.9775935394269804,1.98223176255959,0.004638223132609475
inventory0,budget8.0,369,2.381311534999952,1.97762772116583,1.98223176255959,0.0046040413937598725
inventory0,budget8.0,371,2.3952085919999604,1.9776688192337697,1.98223176255959,0.004562943325820276
inventory0,budget8.0,373,2.4090536009999823,1.9778176589813143,1.98223176255959,0.004414103578275588
inventory0,budget8.0,375,2.4226880829999686,1.9778176589813143,1.98223176255959,0.004414103578275588
inventory0,budget8.0,377,2.4362471819999882,1.9778176589813143,1.98223176255959,0.004414103578275588
inventory0,budget8.0,379,2.4501239789999545,1.9778269720970967,1.98223176255959,0.004404790462493153
inventory0,budget8.0,381,2.463769868999975,1.9778961055770952,1.98223176255959,0.004335656982494838
inventory0,budget8.0,383,2.477681227000005,1.97805090205853,1.98223176255959,0.004180860501060033
inventory0,budget8.0,385,2.491353285999992,1.97805090205853,1.98223176255959,0.004180860501060033
inventory0,budget8.0,387,2.505545285999972,1.97805090205853,1.98223176255959,0.004180860501060033
inventory0,budget8.0,389,2.5195051079999757,1.9781994819166433,1.98223176255959,0.004032280642946525
inventory0,budget8.0,391,2.533187451999993,1.9781994819166433,1.98223176255959,0.004032280642946525
inventory0,budget8.0,393,2.546988394999971,1.9781994819166433,1.98223176255959,0.004032280642946525
inventory0,budget8.0,395,2.5606552360000023,1.978205209675102,1.98223176255959,0.00402655288448789
inventory0,budget8.0,397,2.568200555999965,1.9782411981650283,1.98223176255959,0.003990564394561529
inventory0,budget8.0,399,2.5821288799999706,1.9784258262322891,1.98223176255959,0.0038059363273007583
inventory0,budget8.0,401,2.595912537000004,1.9784258262322891,1.98223176255959,0.0038059363273007583
inventory0,budget8.0,403,2.6097365439999862,1.9784258262322891,1.98223176255959,0.0038059363273007583
inventory0,budget8.0,405,2.6233151629999725,1.978432469771549,1.98223176255959,0.0037992927880408944
inventory0,budget8.0,407,2.6308329919999665,1.9784740829512297,1.98223176255959,0.003757679608360193
inventory0,budget8.0,409,2.6450297589999536,1.9784896250309898,1.98223176255959,0.003742137528600168
inventory0,budget8.0,411,2.6527277489999506,1.9786043472634693,1.98223176255959,0.0036274152961206204
inventory0,budget8.0,413,2.6664652169999954,1.9786543655690891,1.98223176255959,0.0035773969905007795
inventory0,budget8.0,415,2.680112618999999,1.9786543655690891,1.98223176255959,0.0035773969905007795
inventory0,budget8.0,417,2.6939544729999625,1.9786543655690891,1.98223176255959,0.0035773969905007795
inventory0,budget8.0,419,2.7075500769999508,1.978661915226279,1.98223176255959,0.003569847333310898
inventory0,budget8.0,421,2.7152146859999675,1.9787164893038616,1.98223176255959,0.003515273255728303
inventory0,budget8.0,423,2.722973287000002,1.9787196217506198,1.98223176255959,0.0035121408089701087
inventory0,budget8.0,425,2.7367735389999552,1.9787196217506198,1.98223176255959,0.0035121408089701087
inventory0,budget8.0,427,2.750391116000003,1.9787626887394538,1.98223176255959,0.003469073820136123
inventory0,budget8.0,429,2.764710057000002,1.9787675645948222,1.98223176255959,0.00346419796476781
inventory0,budget8.0,431,2.7789345559999674,1.9787675645948222,1.98223176255959,0.00346419796476781
inventory0,budget8.0,433,2.793208679999964,1.9787694683728008,1.98223176255959,0.0034622941867890524
inventory0,budget8.0,435,2.8068476789999863,1.9787694683728008,1.98223176255959,0.0034622941867890524
inventory0,budget8.0,437,2.82058925299998,1.9787694683728008,1.98223176255959,0.0034622941867890524
inventory0,budget8.0,439,2.834122793000006,1.9787699421270166,1.98223176255959,0.003461820432573359
inventory0,budget8.0,441,2.8483309879999865,1.9787711162288373,1.98223176255959,0.0034606463307527507
inventory0,budget8.0,443,2.8626506800000016,1.978771699666331,1.98223176255959,0.003460062893259015
inventory0,budget8.0,445,2.8769445140000016,1.978771699666331,1.98223176255959,0.003460062893259015
inventory0,budget8.0,447,2.88484619999997,1.9787774673373544,1.98223176255959,0.003454295222235523
inventory0,budget8.0,449,2.898376905999953,1.9787774673373544,1.98223176255959,0.003454295222235523
inventory0,budget8.0,451,2.90600952799997,1.9788062702259408,1.98223176255959,0.003425492333649221
inventory0,budget8.0,453,2.9202884889999723,1.978806579077169,1.98223176255959,0.0034251834824210784
inventory0,budget8.0,455,2.928277125999955,1.9788307636485076,1.98223176255959,0.0034009989110822337
inventory0,budget8.0,457,2.9429519319999713,1.9788317175034582,1.98223176255959,0.00340004505613169
inventory0,budget8.0,459,2.9505673580000007,1.9788354524897624,1.98223176255959,0.0033963100698275197
inventory0,budget8.0,461,2.9641139979999593,1.9788362440072298,1.98223176255959,0.003395518552360158
inventory0,budget8.0,463,2.9784591889999774,1.9788362440072298,1.98223176255959,0.003395518552360158
inventory0,budget8.0,465,2.9928356570000005,1.9788389162030842,1.98223176255959,0.0033928463565058133
inventory0,budget8.0,467,3.0071677369999747,1.978840235795052,1.98223176255959,0.0033915267645379457
inventory0,budget8.0,469,3.021436823999977,1.9788408915238982,1.98223176255959,0.0033908710356916455
inventory0,budget8.0,471,3.035726350999994,1.9788408915238982,1.98223176255959,0.0033908710356916455
inventory0,budget8.0,473,3.050372923999987,1.9788412183788417,1.98223176255959,0.003390544180748094
inventory0,budget8.0,475,3.064766717999987,1.9788412183788417,1.98223176255959,0.003390544180748094
inventory0,budget8.0,477,3.072743235999951,1.9788502460155097,1.98223176255959,0.003381516544080206
inventory0,budget8.0,479,3.0862069819999647,1.9788502460155097,1.98223176255959,0.003381516544080206
inventory0,budget8.0,481,3.1000301279999576,1.9788502460155097,1.98223176255959,0.003381516544080206
inventory0,budget8.0,483,3.1135230379999825,1.9788565807277438,1.98223176255959,0.0033751818318461836
inventory0,budget8.0,485,3.1210111219999703,1.9788759085048349,1.98223176255959,0.003355854054755034
inventory0,budget8.0,487,3.129042002999995,1.978893577713555,1.98223176255959,0.0033381848460349913
inventory0,budget8.0,489,3.1424809609999897,1.9788990450486112,1.98223176255959,0.003332717510978574
inventory0,budget8.0,491,3.156838319999963,1.9789051282647345,1.98223176255959,0.0033266342948553014
inventory0,budget8.0,493,3.171092453999961,1.9789051282647345,1.98223176255959,0.0033266342948553014
inventory0,budget8.0,495,3.185417794999978,1.9789080942992758,1.98223176255959,0.0033236682603139923
inventory0,budget8.0,497,3.199840951999988,1.9789095589685828,1.98223176255959,0.00332220359100712
inventory0,budget8.0,499,3.2142260629999555,1.9789102867823178,1.98223176255959,0.0033214757772719776
inventory0,budget8.0,501,3.228546946999984,1.9789102867823178,1.98223176255959,0.0033214757772719776
inventory0,budget8.0,503,3.2429771249999817,1.9789106495670876,1.98223176255959,0.003321112992502231
inventory0,budget8.0,505,3.2573392009999793,1.9789106495670876,1.98223176255959,0.003321112992502231
inventory0,budget8.0,507,3.265373987999965,1.978945441677869,1.98223176255959,0.00328632088172105
inventory0,budget8.0,509,3.2734065399999963,1.9789475017316884,1.98223176255959,0.0032842608279015652
inventory0,budget8.0,511,3.2810435089999714,1.9789518435168894,1.98223176255959,0.003279919042700641
inventory0,price2.0,1,0.09540271100001974,1.9812193586176259,1.98223176255959,0.0010124039419641445
inventory0,price2.0,3,0.13808185300001696,1.9812193586201028,1.98223176255959,0.0010124039394871754
inventory0,price2.0,5,0.17777293500000724,1.9812193586201028,1.98223176255959,0.0010124039394871754
inventory0,price2.0,7,0.25254872500005376,1.9812193586300253,1.98223176255959,0.0010124039295645747
inventory0,price2.0,9,0.32730006799999956,1.9813402057456113,1.98223176255959,0.0008915568139786356
inventory0,price8.0,1,0.09634892999997646,1.9812193586176259,1.98223176255959,0.0010124039419641445
inventory0,price8.0,3,0.13876405999997132,1.9812193586201028,1.98223176255959,0.0010124039394871754
inventory0,price8.0,5,0.17842707299996619,1.9812193586201028,1.98223176255959,0.0010124039394871754
inventory0,price8.0,7,0.2532210869999858,1.9812193586300253,1.98223176255959,0.0010124039295645747
inventory0,price8.0,9,0.3278877099999704,1.9813402057456113,1.98223176255959,0.0008915568139786356
inventory1,budget2.0,1,0.24200383800001646,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget2.0,3,0.306922840000027,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget2.0,5,0.37218302500002665,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget2.0,7,0.43790711700000884,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget2.0,9,0.5036362670000472,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget2.0,11,0.5696247770000014,4.960283195736707,5.044753918594139,0.08447072285743112
inventory1,budget2.0,13,0.6349593840000125,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget2.0,15,0.700567110999998,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget2.0,17,0.7662456749999933,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget2.0,19,0.8317560060000346,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget2.0,21,0.8974562530000298,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget2.0,23,0.9631008560000396,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget2.0,25,1.0286380670000312,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget2.0,27,1.094181137000021,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget2.0,29,1.1595034560000386,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget2.0,31,1.225178915000015,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget2.0,33,1.2905246090000446,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget2.0,35,1.3558042829999977,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget2.0,37,1.4213111390000108,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget2.0,39,1.4871970739999938,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget2.0,41,1.5531452440000066,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget2.0,43,1.6190016850000006,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget2.0,45,1.6845171530000016,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget2.0,47,1.7500506190000351,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget2.0,49,1.8157909600000153,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget2.0,51,1.8814269060000015,4.966160026293931,5.044753918594139,0.07859389230020794
inventory1,budget2.0,53,1.9472087010000223,4.966182613817473,5.044753918594139,0.07857130477666494
inventory1,budget2.0,55,2.01288648000002,4.966182613817473,5.044753918594139,0.07857130477666494
inventory1,budget8.0,1,0.24352009900002258,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget8.0,3,0.3088301259999753,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget8.0,5,0.3743482950000043,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget8.0,7,0.4405059850000157,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget8.0,9,0.506403975000012,4.960238020689621,5.044753918594139,0.08451589790451712
inventory1,budget8.0,11,0.5722016940000003,4.960283195736707,5.044753918594139,0.08447072285743112
inventory1,budget8.0,13,0.6377870840000242,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget8.0,15,0.70426017799997,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget8.0,17,0.7701001410000003,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget8.0,19,0.8357846700000096,4.9630993215512405,5.044753918594139,0.08165459704289849
inventory1,budget8.0,21,0.9013096890000156,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget8.0,23,0.9665798959999847,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget8.0,25,1.0319583849999958,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget8.0,27,1.0973034040000016,4.963144496598326,5.044753918594139,0.08160942199581248
inventory1,budget8.0,29,1.162831438000012,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget8.0,31,1.2284276849999856,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget8.0,33,1.293727256000011,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget8.0,35,1.3589860349999867,4.966074595445269,5.044753918594139,0.0786793231488694
inventory1,budget8.0,37,1.4246663280000007,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget8.0,39,1.490074041000014,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget8.0,41,1.5556900070000097,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget8.0,43,1.6210546759999716,4.966119770492355,5.044753918594139,0.07863414810178339
inventory1,budget8.0,45,1.6867356789999803,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget8.0,47,1.7526193780000199,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget8.0,49,1.818473881999978,4.966137438770388,5.044753918594139,0.07861647982375095
inventory1,budget8.0,51,1.884371170999998,4.966160026293931,5.044753918594139,0.07859389230020794
inventory1,budget8.0,53,1.9501250650000088,4.966182613817473,5.044753918594139,0.07857130477666494
inventory1,budget8.0,55,2.016028131999974,4.966182613817473,5.044753918594139,0.07857130477666494
inventory1,budget8.0,57,2.081874604999996,4.966182613817473,5.044753918594139,0.07857130477666494
inventory1,budget8.0,59,2.147300625000014,4.966205201341016,5.044753918594139,0.07854871725312193
inventory1,budget8.0,61,2.2131655759999944,4.966310317859109,5.044753918594139,0.07844360073502932
inventory1,budget8.0,63,2.278603493999981,4.966310317859109,5.044753918594139,0.07844360073502932
inventory1,budget8.0,65,2.3439788189999717,4.966310317859109,5.044753918594139,0.07844360073502932
inventory1,budget8.0,67,2.4097557370000118,4.966355492906195,5.044753918594139,0.07839842568794331
inventory1,budget8.0,69,2.4755815980000193,4.9691123369403645,5.044753918594139,0.07564158165377405
inventory1,budget8.0,71,2.5414567939999984,4.9691123369403645,5.044753918594139,0.07564158165377405
inventory1,budget8.0,73,2.607039209999982,4.9691123369403645,5.044753918594139,0.07564158165377405
inventory1,budget8.0,75,2.6727603639999984,4.969134924463908,5.044753918594139,0.07561899413023104
inventory1,budget8.0,77,2.7382894389999706,4.969157511987451,5.044753918594139,0.07559640660668804
inventory1,budget8.0,79,2.804093688000023,4.969157511987451,5.044753918594139,0.07559640660668804
inventory1,budget8.0,81,2.8699130250000167,4.969157511987451,5.044753918594139,0.07559640660668804
inventory1,budget8.0,83,2.935790440000005,4.969173098383171,5.044753918594139,0.07558082021096754
inventory1,budget8.0,85,3.0021924629999717,4.969173098383171,5.044753918594139,0.07558082021096754
inventory1,budget8.0,87,3.0679843190000042,4.969173098383171,5.044753918594139,0.07558082021096754
inventory1,budget8.0,89,3.133672467999986,4.969173098383171,5.044753918594139,0.07558082021096754
inventory1,budget8.0,91,3.1996734479999986,4.969180099510994,5.044753918594139,0.07557381908314503
inventory1,budget8.0,93,3.265066004000005,4.969195685906714,5.044753918594139,0.07555823268742455
inventory1,budget8.0,95,3.330571008999982,4.969218273430257,5.044753918594139,0.07553564516388155
inventory1,budget8.0,97,3.396015411999997,4.969218273430257,5.044753918594139,0.07553564516388155
inventory1,budget8.0,99,3.4620294420000164,4.969218273430257,5.044753918594139,0.07553564516388155
inventory1,budget8.0,101,3.5276998549999803,4.969218273430257,5.044753918594139,0.07553564516388155
inventory1,budget8.0,103,3.5931043989999694,4.9692408609538,5.044753918594139,0.07551305764033854
inventory1,budget8.0,105,3.658603143999983,4.971422056723283,5.044753918594139,0.07333186187085536
inventory1,budget8.0,107,3.724034567999979,4.971467231770369,5.044753918594139,0.07328668682376936
inventory1,budget8.0,109,3.789275896999982,4.972146892614757,5.044753918594139,0.07260702597938158
inventory1,budget8.0,111,3.8547709559999817,4.972146892614757,5.044753918594139,0.07260702597938158
inventory1,budget8.0,113,3.920429081000009,4.972146892614757,5.044753918594139,0.07260702597938158
inventory1,budget8.0,115,3.986217221000004,4.972146892614757,5.044753918594139,0.07260702597938158
inventory1,budget8.0,117,4.051979994000021,4.9721694801383,5.044753918594139,0.07258443845583858
inventory1,budget8.0,119,4.117105637999998,4.972192067661843,5.044753918594139,0.07256185093229557
inventory1,budget8.0,121,4.182694459000004,4.972192067661843,5.044753918594139,0.07256185093229557
inventory1,budget8.0,123,4.24805150100002,4.972192067661843,5.044753918594139,0.07256185093229557
inventory1,budget8.0,125,4.3135801509999965,4.972192067661843,5.044753918594139,0.07256185093229557
inventory1,budget8.0,127,4.378980898999998,4.972206075864796,5.044753918594139,0.07254784272934216
inventory1,budget8.0,129,4.444681838000008,4.972206075864796,5.044753918594139,0.07254784272934216
inventory1,budget8.0,131,4.510457158999998,4.972206075864796,5.044753918594139,0.07254784272934216
inventory1,budget8.0,133,4.5759014019999995,4.972214655185386,5.044753918594139,0.07253926340875258
inventory1,budget8.0,135,4.641127057000006,4.972228663388339,5.044753918594139,0.07252525520579917
inventory1,budget8.0,137,4.706902017999994,4.972251250911882,5.044753918594139,0.07250266768225616
inventory1,budget8.0,139,4.772202074000006,4.972251250911882,5.044753918594139,0.07250266768225616
inventory1,budget8.0,141,4.838107940999976,4.972251250911882,5.044753918594139,0.07250266768225616
inventory1,budget8.0,143,4.9035277979999705,4.9722738384354255,5.044753918594139,0.07248008015871316
inventory1,budget8.0,145,4.968648975999997,4.973713027615097,5.044753918594139,0.07104089097904119
inventory1,budget8.0,147,5.033953509000014,4.973758202662183,5.044753918594139,0.07099571593195518
inventory1,budget8.0,149,5.099290941999982,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,151,5.16472593200001,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,153,5.202395760000002,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,155,5.267813122999996,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,157,5.333906420999995,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,159,5.3708854309999765,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,161,5.437037487999987,4.974501735212938,5.044753918594139,0.07025218338120107
inventory1,budget8.0,163,5.4740769289999776,4.974524322736481,5.044753918594139,0.07022959585765806
inventory1,budget8.0,165,5.511843802999977,4.974524322736481,5.044753918594139,0.07022959585765806
inventory1,budget8.0,167,5.577299524000011,4.974524322736481,5.044753918594139,0.07022959585765806
inventory1,budget8.0,169,5.61433101199998,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,171,5.679838820999976,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,173,5.717479895999986,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,175,5.782875305999994,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,177,5.8485282629999915,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,179,5.885684348999973,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,181,5.951219929999979,4.974546910260023,5.044753918594139,0.07020700833411506
inventory1,budget8.0,183,5.988255905000017,4.974569497783566,5.044753918594139,0.07018442081057205
inventory1,budget8.0,185,6.0253456109999775,4.974569497783566,5.044753918594139,0.07018442081057205
inventory1,budget8.0,187,6.090962744000024,4.974569497783566,5.044753918594139,0.07018442081057205
inventory1,budget8.0,189,6.128145189999998,4.97517797141462,5.044753918594139,0.06957594717951861
inventory1,budget8.0,191,6.194078148000017,4.97517797141462,5.044753918594139,0.06957594717951861
inventory1,budget8.0,193,6.259860419000006,4.97517797141462,5.044753918594139,0.06957594717951861
inventory1,budget8.0,195,6.325358112999993,4.9752005589381625,5.044753918594139,0.0695533596559756
inventory1,budget8.0,197,6.391222987999981,4.975223146461706,5.044753918594139,0.0695307721324326
inventory1,budget8.0,199,6.457341084999996,4.975223146461706,5.044753918594139,0.0695307721324326
inventory1,budget8.0,201,6.523341393999999,4.975223146461706,5.044753918594139,0.0695307721324326
inventory1,budget8.0,203,6.588923954999984,4.975245733985249,5.044753918594139,0.06950818460888959
inventory1,budget8.0,205,6.6544667659999845,4.9760215738194615,5.044753918594139,0.0687323447746774
inventory1,budget8.0,207,6.720435497999972,4.9760215738194615,5.044753918594139,0.0687323447746774
inventory1,budget8.0,209,6.75779382799999,4.9760215738194615,5.044753918594139,0.0687323447746774
inventory1,budget8.0,211,6.794972207000001,4.976044161343004,5.044753918594139,0.0687097572511344
inventory1,budget8.0,213,6.860952435999991,4.976044161343004,5.044753918594139,0.0687097572511344
inventory1,budget8.0,215,6.898228022000012,4.976044161343004,5.044753918594139,0.0687097572511344
inventory1,budget8.0,217,6.935190306999971,4.976066748866547,5.044753918594139,0.0686871697275914
inventory1,budget8.0,219,7.000981681999974,4.976066748866547,5.044753918594139,0.0686871697275914
inventory1,budget8.0,221,7.037986761000013,4.976066748866547,5.044753918594139,0.0686871697275914
inventory1,budget8.0,223,7.075057087999994,4.97608933639009,5.044753918594139,0.0686645822040484
inventory1,budget8.0,225,7.140820140000017,4.97608933639009,5.044753918594139,0.0686645822040484
inventory1,budget8.0,227,7.178221464999979,4.97608933639009,5.044753918594139,0.0686645822040484
inventory1,budget8.0,229,7.215245762999984,4.977102879289438,5.044753918594139,0.0676510393047008
inventory1,budget8.0,231,7.280921483999975,4.977148054336523,5.044753918594139,0.06760586425761479
inventory1,budget8.0,233,7.346451265999974,4.977481317503104,5.044753918594139,0.06727260109103433
inventory1,budget8.0,235,7.4127252459999795,4.977481317503104,5.044753918594139,0.06727260109103433
inventory1,budget8.0,237,7.478893206999999,4.977481317503104,5.044753918594139,0.06727260109103433
inventory1,budget8.0,239,7.544590159999984,4.977481317503104,5.044753918594139,0.06727260109103433
inventory1,budget8.0,241,7.610515927999984,4.97752649255019,5.044753918594139,0.06722742604394832
inventory1,budget8.0,243,7.67616469799998,4.9775414124259845,5.044753918594139,0.06721250616815375
inventory1,budget8.0,245,7.741982212999972,4.9775414124259845,5.044753918594139,0.06721250616815375
inventory1,budget8.0,247,7.807758344999968,4.9775414124259845,5.044753918594139,0.06721250616815375
inventory1,budget8.0,249,7.844826188000013,4.977563999949528,5.044753918594139,0.06718991864461074
inventory1,budget8.0,251,7.910725866000007,4.977563999949528,5.044753918594139,0.06718991864461074
inventory1,budget8.0,253,7.976451112000007,4.977563999949528,5.044753918594139,0.06718991864461074
inventory1,budget8.0,255,8.013646386000005,4.977586587473071,5.044753918594139,0.06716733112106775
inventory1,price2.0,1,0.47452300000003333,4.9978932483174106,5.044753918594139,0.046860670276728265
inventory1,price2.0,3,0.9468222579999974,5.012785976796234,5.044753918594139,0.03196794179790395
inventory1,price2.0,5,1.4285644910000315,5.01687786591875,5.044753918594139,0.027876052675388775
inventory1,price2.0,7,1.9729006129999789,5.019833893379687,5.044753918594139,0.02492002521445145
inventory1,price2.0,9,2.1197476589999837,5.019833893379687,5.044753918594139,0.02492002521445145
inventory1,price8.0,1,0.4786783719999903,4.9978932483174106,5.044753918594139,0.046860670276728265
inventory1,price8.0,3,0.9540417810000008,5.012785976796234,5.044753918594139,0.03196794179790395
inventory1,price8.0,5,1.4447403389999636,5.01687786591875,5.044753918594139,0.027876052675388775
inventory1,price8.0,7,1.9889701440000067,5.019833893379687,5.044753918594139,0.02492002521445145
inventory1,price8.0,9,2.225978515999998,5.019833893406153,5.044753918594139,0.024920025187985896
inventory1,price8.0,11,2.773527720000004,5.019833893411057,5.044753918594139,0.024920025183081472
inventory1,price8.0,13,3.2733713029999763,5.020003270228456,5.044753918594139,0.024750648365682953
inventory1,price8.0,15,3.5220252789999904,5.020003270232295,5.044753918594139,0.024750648361843028
inventory1,price8.0,17,3.7641999459999624,5.020003270240233,5.044753918594139,0.024750648353905988
inventory1,price8.0,19,4.273073761999967,5.020900933851108,5.044753918594139,0.0238529847430309
inventory1,price8.0,21,4.8347345649999625,5.021954509448487,5.044753918594139,0.022799409145651928
inventory1,price8.0,23,5.300744185999974,5.022909713050175,5.044753918594139,0.021844205543963807
inventory1,price8.0,25,5.546821539000007,5.022909713050175,5.044753918594139,0.021844205543963807
inventory1,price8.0,27,5.809714105000012,5.02290971305844,5.044753918594139,0.021844205535698262
inventory1,price8.0,29,6.341971596000008,5.023170627904667,5.044753918594139,0.021583290689471103
inventory1,price8.0,31,6.860020440999961,5.023170627952683,5.044753918594139,0.021583290641454988
inventory1,price8.0,33,7.356303480000008,5.023170627954492,5.044753918594139,0.021583290639646088
